year,province,region,popi,gdpk,educ_hsch,educ_coll,prisons_total,prisons_closed,prisons_open,prisons_semiopen,prisons_juvenile,cr_educ_total,cr_educ_illiterate,cr_educ_litnoschool,cr_educ_primaryfour,cr_educ_primaryeight,cr_educ_juniorhs,cr_educ_hs,cr_educ_uni,cr_educ_unknown,cd_type_total,cr_type_total,cd_type_homicide,cr_type_homicide,cd_type_assault,cr_type_assault,cd_type_sexual,cr_type_sexual,cd_type_kidnapping,cr_type_kidnapping,cd_type_defamation,cr_type_defamation,cd_type_theft,cr_type_theft,cd_type_robbery,cr_type_robbery,cd_type_swindling,cr_type_swindling,cd_type_drugspc,cr_type_drugspc,cd_type_drugsuse,cr_type_drugsuse,cd_type_forgery,cr_type_forgery,cd_type_badtreatment,cr_type_badtreatment,cd_type_embezzlement,cr_type_embezzlement,cd_type_bribery,cr_type_bribery,cd_type_smuggling,cr_type_smuggling,cd_type_traffic,cr_type_traffic,cd_type_forestry,cr_type_forestry,cd_type_arms,cr_type_arms,cd_type_bankruptcy,cr_type_bankruptcy,cd_type_military,cr_type_military,cd_type_cheque,cr_type_cheque,cd_type_threat,cr_type_threat,cd_type_propertydamage,cr_type_propertydamage,cd_type_performanceprevention,cr_type_performanceprevention,cd_type_familyprotection,cr_type_familyprotection,cd_type_other,cr_type_other,cd_type_unknown,cr_type_unknown,loc_mayors,crude_divorce_rate100,divorce_byd_1_10,divorce_byd_11_15,divorce_byd_16,divorce_byd_below1,divorce_byd_1,divorce_byd_2,crude_suicide_rate1000,suicides_male_total,suicides_female_total,suicides_male_below15,suicides_male_15,suicides_male_25,suicides_male_35,suicides_male_45,suicides_male_55,suicides_male_65,suicides_male_75,suicides_female_below15,suicides_female_15,suicides_female_25,suicides_female_35,suicides_female_45,suicides_female_55,suicides_female_65,suicides_female_75,vs_akp,vs_chp,vs_mhp,vs_hdp,ms_akp,ms_chp,ms_mhp
2004,kayseri,icanadolu,959320,5320,165587.5,49582.5,12,11,1,0,0,1631,39,26,1130,4,164,220,48,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,1.32,314,183,289,42,162,136,2.45,18,9,1,6,4,3,0,1,1,0,0,1,2,3,0,1,0,1,39,22,7,11,.77611941,.044776119,.10447761
2005,kayseri,icanadolu,934042,6676,166442.375,51156.875,11,10,1,0,0,997,29,21,703,0,111,111,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.46,347,216,263,77,197,144,2.15,15,9,0,5,2,2,2,1,1,2,0,6,1,0,1,0,0,0,39,22,7,11,.66666669,.30769232,0
2006,kayseri,icanadolu,908764,7181,167297.25,52731.25,11,9,1,0,1,1054,36,26,678,21,125,131,37,0,1104,1054,37,42,218,146,24,19,4,0,6,24,138,123,13,14,239,227,7,3,0,2,23,19,7,5,2,2,2,2,13,13,1,0,0,0,74,54,200,206,10,9,0,0,0,0,0,0,0,0,0,0,86,144,0,0,,1.39,304,178,280,92,190,162,4.05,33,13,2,4,9,11,3,2,0,1,0,7,2,0,1,0,0,1,39,22,7,11,.66666669,.30769232,0
2007,kayseri,icanadolu,883486,8698,168152.125,54305.625,11,9,1,0,1,1471,52,28,815,117,189,218,52,0,1249,1471,42,75,208,235,13,17,1,4,17,24,84,115,11,34,205,238,9,20,0,0,29,33,9,7,1,0,0,0,20,18,14,10,1,1,88,91,390,413,13,16,0,0,0,0,0,0,0,0,0,0,94,120,0,0,,1.44,372,192,282,103,196,146,2.51,19,10,0,4,9,2,3,0,0,0,0,7,1,1,0,0,0,1,6,1,1,11,.66666669,.30769232,0
2008,kayseri,icanadolu,858208,9636,169007,55880,10,8,1,0,1,1101,36,34,562,168,116,150,35,0,1001,1101,38,53,190,194,12,20,1,6,20,21,74,123,13,43,256,279,2,20,4,0,31,30,3,3,1,1,0,0,18,11,5,10,1,2,74,73,183,111,6,3,0,0,0,0,0,0,0,0,0,0,69,98,0,0,,1.49,372,214,304,103,193,171,3.92,27,19,1,7,2,6,4,1,1,1,1,10,4,0,0,2,0,0,46,29,7,11,.66666669,.30769232,0
2009,kayseri,icanadolu,875550,7691,175333,71088,10,8,1,0,1,1478,39,43,648,197,147,264,56,84,1337,1478,40,37,239,277,22,25,11,16,16,27,98,121,17,11,321,308,11,18,23,29,27,26,1,2,1,0,0,1,5,6,5,7,0,0,51,61,279,300,8,7,0,0,0,0,0,0,0,0,0,0,160,196,2,3,48,1.63,400,238,381,107,197,186,3.6,34,9,1,3,8,9,6,4,2,1,0,2,2,1,0,1,2,1,46,29,7,11,.52083331,.125,.25
2010,kayseri,icanadolu,900605,9048,194769,74779,10,8,1,0,1,1711,17,64,428,420,184,401,93,104,1602,1711,46,40,179,206,25,18,15,7,36,35,94,107,19,20,359,401,25,13,22,32,37,44,0,0,1,1,1,1,5,5,7,6,0,0,41,58,539,550,15,15,0,0,0,0,0,0,0,0,0,0,131,148,5,4,,1.71,441,284,425,112,198,175,3.85,36,11,0,12,8,4,6,0,3,3,0,4,1,0,2,0,3,1,46,29,7,11,.64102566,.35897437,0
2011,kayseri,icanadolu,917626,9784,201914,89866,10,8,1,0,1,1609,13,68,365,419,155,378,92,119,1498,1609,39,31,143,181,10,11,10,15,10,11,93,124,33,17,27,26,28,21,25,24,38,22,2,3,0,3,0,0,4,2,7,7,1,1,49,47,566,592,7,6,273,296,0,0,0,0,0,0,0,0,133,169,0,0,,1.57,365,265,380,117,224,184,4.5,38,18,3,5,11,8,4,3,0,2,4,4,2,3,4,0,0,1,7,1,1,11,.64102566,.35897437,0
2012,kayseri,icanadolu,935533,10146,211048,96408,9,8,1,0,0,2355,23,126,561,774,178,491,100,102,2135,2355,90,78,292,339,47,64,18,23,29,37,285,275,67,78,34,24,83,94,19,10,62,88,1,0,8,6,1,0,5,8,4,8,0,0,85,113,669,669,6,10,63,23,0,0,0,0,0,0,0,0,267,408,0,0,,1.82,487,285,443,116,271,194,5.69,48,24,0,8,10,12,4,6,4,3,2,7,5,6,0,1,2,1,39,28,10,11,.64102566,.35897437,0
2013,kayseri,icanadolu,953249,11027,209697,109392,10,8,2,0,0,3439,31,204,769,1221,270,651,120,173,3446,3439,94,119,969,912,61,91,23,43,92,84,471,458,77,94,38,48,84,126,24,23,137,122,0,0,5,8,2,5,20,15,13,8,0,0,264,221,361,354,2,0,0,0,105,107,105,89,33,34,150,147,316,331,0,0,,1.78,486,275,465,160,237,198,4.44,41,16,1,2,10,9,8,4,3,4,0,7,1,2,4,1,0,1,39,28,10,11,.64102566,.35897437,0
2014,kayseri,icanadolu,976522,10576,218840,121314,10,8,2,0,0,3645,28,216,732,1226,408,745,143,147,2824,3645,78,166,653,634,82,220,46,86,80,78,347,555,54,171,48,62,82,241,21,19,97,120,0,0,5,8,1,1,29,46,25,26,2,3,86,71,354,342,0,0,0,0,134,161,66,61,29,31,162,162,343,381,0,0,16,2,533,321,570,219,328,218,5.12,47,20,1,12,8,8,6,9,2,1,1,5,5,3,3,2,1,0,39,28,10,11,.75,.0625,.1875
2015,kayseri,icanadolu,993139,9398,226838,134642,10,8,2,0,0,3496,18,178,673,1188,366,827,148,98,2895,3496,75,137,692,707,91,167,57,42,73,73,349,518,72,187,48,58,122,241,29,31,96,130,1,1,8,6,1,1,34,45,46,52,2,2,84,80,326,320,1,1,0,0,157,181,59,56,27,28,149,150,296,282,0,0,,1.96,509,309,538,252,262,259,4.36,32,26,2,4,13,5,2,4,1,1,0,4,4,10,2,0,2,3,5,1,3,0,.61538464,.35897437,.025641026
2016,kayseri,icanadolu,1009212,9322,243114,143926,15,11,3,0,1,3811,32,213,738,1327,460,847,189,5,4104,3811,123,129,727,600,102,139,84,53,101,100,628,535,198,186,81,80,215,297,45,48,174,135,0,0,0,3,0,2,66,61,78,75,0,3,94,74,464,460,0,4,0,0,224,191,55,47,24,19,181,178,440,392,0,0,,1.99,542,350,608,213,286,227,6.37,65,21,1,9,12,15,13,6,4,5,0,12,5,3,1,0,0,0,43,27,8,12,.61538464,.35897437,.025641026
2017,kayseri,icanadolu,1027599,9046,247565,148745,13,11,1,0,1,4744,32,214,705,1836,559,1100,264,34,4392,4744,102,136,711,705,104,139,55,80,120,118,575,638,171,256,113,115,269,314,95,112,112,103,0,0,3,3,0,0,84,96,87,84,0,0,115,120,685,700,6,6,0,0,186,195,54,50,51,48,217,216,477,510,0,0,,1.9,460,344,626,227,288,199,4.75,51,14,1,10,11,10,9,6,2,2,1,5,2,0,3,3,0,0,43,27,8,12,.61538464,.35897437,.025641026
2018,kayseri,icanadolu,1036857,8155,261229,157559,14,12,2,0,0,5427,41,203,694,2181,726,1230,299,53,4374,5427,102,189,737,742,117,165,64,97,110,100,487,781,154,289,101,137,173,388,126,165,100,117,3,4,5,4,0,1,128,152,75,79,0,1,103,97,731,712,27,31,0,0,198,228,67,65,55,55,163,167,544,660,4,1,,2.03,531,417,698,196,257,205,5.86,53,28,0,6,14,15,4,10,0,4,2,9,6,3,3,2,1,2,6,1,2,0,.61538464,.35897437,.025641026
2019,kayseri,icanadolu,1052658,7785,266762,165985,8,6,1,0,1,5700,51,156,676,1122,1869,1357,417,52,5813,5700,110,168,834,724,145,155,79,74,110,89,821,873,215,289,138,128,263,439,206,139,101,71,6,5,5,2,0,1,126,93,147,136,2,1,133,112,737,721,63,59,0,0,353,281,86,83,85,81,153,143,894,833,1,0,16,1.88,471,409,691,172,239,179,3.86,40,14,1,10,13,4,5,6,0,1,0,3,4,1,4,1,1,0,,,,,.6875,0,.25
2000,kilis,guneydogu,114724,2102,11628,2978,1,1,0,0,0,79,7,11,47,0,10,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,,,,,,
2001,kilis,guneydogu,110630.25,1421,11552.75,3014.125,1,1,0,0,0,157,27,12,90,0,14,14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.89,16,17,19,5,13,15,3.62,2,2,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,,,,,,,
2002,kilis,guneydogu,106536.5,1659,11477.5,3050.25,1,1,0,0,0,132,8,12,96,0,4,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.99,32,13,21,4,7,7,1.79,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,11,,,
2003,kilis,guneydogu,102442.75,2296,11402.25,3086.375,1,1,0,0,0,123,13,6,75,0,8,20,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,13,11,33,4,8,14,5.32,4,2,0,1,1,0,1,0,1,0,0,0,2,0,0,0,0,0,39,22,7,11,,,
2004,kilis,guneydogu,98349,2855,11327,3122.5,1,1,0,0,0,128,11,4,88,0,4,18,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,.91,23,19,28,5,9,6,5.26,2,4,0,1,0,1,0,0,0,0,0,3,1,0,0,0,0,0,39,22,7,11,.2,.2,.2
2005,kilis,guneydogu,94255.25,3967,11251.75,3158.625,1,1,0,0,0,83,0,8,65,1,4,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.8100000000000001,28,8,19,6,8,9,4.34,4,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,39,22,7,11,.66666669,.30769232,0
2006,kilis,guneydogu,90161.5,4017,11176.5,3194.75,1,1,0,0,0,81,4,1,60,0,5,10,1,0,106,81,3,6,7,4,1,1,0,0,0,0,16,11,1,0,4,2,10,11,0,0,0,0,0,0,0,0,0,0,6,5,1,2,0,0,4,1,39,34,5,1,0,0,0,0,0,0,0,0,0,0,9,3,0,0,,.8100000000000001,22,12,21,2,14,2,5.15,6,0,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,39,22,7,11,.66666669,.30769232,0
2007,kilis,guneydogu,86067.75,4967,11101.25,3230.875,1,1,0,0,0,108,2,7,76,13,2,6,2,0,107,108,6,5,18,17,1,0,0,0,2,4,14,9,2,0,2,1,11,20,2,0,0,0,4,3,0,0,0,0,1,3,2,2,0,0,2,4,22,21,3,1,0,0,0,0,0,0,0,0,0,0,15,18,0,0,,.64,15,10,9,5,12,7,1.7,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,11,.66666669,.30769232,0
2008,kilis,guneydogu,81974,5136,11026,3267,1,1,0,0,0,85,2,4,66,3,3,5,2,0,78,85,2,7,10,10,4,3,0,0,1,1,4,3,2,1,1,0,7,15,5,0,1,4,0,0,0,0,0,0,8,8,3,3,0,0,4,2,16,20,1,2,0,0,0,0,0,0,0,0,0,0,9,6,0,0,,.89,19,11,27,4,10,10,6.68,6,2,0,2,1,1,1,0,1,0,0,0,1,0,0,0,0,1,46,29,7,11,.66666669,.30769232,0
2009,kilis,guneydogu,82946,4714,11833,4262,2,2,0,0,0,95,7,5,55,11,5,9,2,1,90,95,2,3,17,19,4,3,0,0,2,3,6,10,2,0,1,1,5,3,4,0,2,2,0,0,0,0,0,0,3,5,3,3,0,0,0,1,27,27,0,0,0,0,0,0,0,0,0,0,0,0,12,15,0,0,5,.87,19,16,24,3,15,7,3.29,3,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,46,29,7,11,.60000002,0,.2
2010,kilis,guneydogu,83980,5841,13349,4365,2,2,0,0,0,132,6,6,47,38,9,14,1,11,92,132,5,12,7,12,2,2,0,1,0,3,9,14,0,1,3,1,5,23,2,3,1,4,0,0,0,0,0,0,7,5,1,1,0,0,1,1,27,27,1,1,0,0,0,0,0,0,0,0,0,0,21,21,0,0,,.86,25,16,24,3,10,10,1.63,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,46,29,7,11,.64102566,.35897437,0
2011,kilis,guneydogu,85346,5199,14590,5576,2,2,0,0,0,96,2,7,28,31,9,13,1,5,96,96,3,8,10,11,0,0,0,0,2,1,7,11,0,4,0,0,28,11,1,3,2,1,0,0,0,0,0,0,9,9,0,0,2,2,2,1,19,20,1,2,1,1,0,0,0,0,0,0,0,0,9,11,0,0,,.89,15,22,21,8,10,10,2.42,2,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,11,.64102566,.35897437,0
2012,kilis,guneydogu,85659,5586,14512,6139,1,1,0,0,0,208,5,17,44,76,19,38,6,3,206,208,12,19,46,52,3,5,0,0,4,5,29,24,3,8,0,0,32,17,8,7,10,11,0,0,0,0,1,1,11,12,0,0,1,1,8,4,14,13,3,2,1,0,0,0,0,0,0,0,0,0,20,27,0,0,,1.18,28,16,38,3,18,11,3.22,4,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,39,28,10,11,.64102566,.35897437,0
2013,kilis,guneydogu,89159,6832,15968,7577,2,2,0,0,0,316,3,23,105,100,32,35,7,11,332,316,9,12,67,63,4,6,1,2,10,8,41,33,2,5,2,0,27,29,12,10,14,12,1,1,0,0,0,0,48,56,3,3,0,0,14,16,26,13,1,0,0,0,8,6,12,6,6,8,6,4,18,23,0,0,,1.09,30,21,24,9,18,12,6.33,5,3,0,2,0,0,1,1,1,0,0,2,0,0,0,0,1,0,39,28,10,11,.64102566,.35897437,0
2014,kilis,guneydogu,90320,6241,16502,8499,2,2,0,0,0,315,2,23,75,110,37,37,6,25,251,315,17,15,40,41,6,13,3,2,4,3,20,45,4,16,0,1,29,50,10,7,11,12,0,0,1,1,0,2,49,48,0,0,1,1,9,8,11,12,0,0,0,0,4,5,2,2,6,7,3,3,21,21,0,0,4,1.12,23,13,32,15,12,13,3.11,1,3,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,39,28,10,11,1,0,0
2015,kilis,guneydogu,92163,6445,17654,9395,1,1,0,0,0,313,3,17,69,99,42,48,6,29,234,313,5,19,24,26,5,17,1,1,2,3,27,45,11,20,2,3,22,41,10,14,8,12,0,0,0,0,2,0,38,35,1,1,0,0,8,9,10,8,0,0,0,0,7,7,0,0,4,4,22,24,25,24,0,0,,1.2,37,16,29,14,14,11,1.54,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,.61538464,.35897437,.025641026
2016,kilis,guneydogu,92807,6144,18930,10170,2,1,1,0,0,362,17,30,86,117,44,53,12,3,350,362,17,19,43,31,2,6,1,2,6,6,49,54,18,22,6,6,27,50,21,16,15,8,0,0,0,1,0,0,29,24,3,3,0,0,8,7,16,19,0,0,0,0,6,8,2,2,4,3,39,38,38,37,0,0,,1.22,31,18,34,8,18,19,7.65,8,2,1,2,2,2,1,0,0,0,0,1,1,0,0,0,0,0,43,27,8,12,.61538464,.35897437,.025641026
2017,kilis,guneydogu,96679,5963,19101,11062,3,2,1,0,0,548,13,24,84,235,62,87,18,25,464,548,8,12,56,55,8,1,1,5,5,8,47,65,14,30,5,3,34,48,32,32,6,5,1,1,1,0,1,1,76,80,12,12,0,0,8,8,20,21,0,0,0,0,11,14,6,5,17,21,35,35,60,86,0,0,,1.36,41,23,29,19,20,15,5.24,5,2,0,1,1,3,0,0,0,0,0,1,0,0,1,0,0,0,43,27,8,12,.61538464,.35897437,.025641026
2018,kilis,guneydogu,101064,5325,21390,12636,2,1,1,0,0,791,12,28,117,316,105,141,34,38,568,791,13,22,71,70,4,7,6,1,5,4,58,127,8,47,4,5,32,71,23,32,7,10,1,1,0,0,3,3,118,136,17,16,1,1,31,34,19,17,7,7,0,0,17,19,6,6,12,11,18,13,83,130,4,1,,1.18,28,19,29,13,28,16,4.3,4,2,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,.61538464,.35897437,.025641026
2019,kilis,guneydogu,100635,5125,23051,13335,1,1,0,0,0,683,20,33,79,186,197,123,32,13,758,683,10,35,97,67,7,9,1,3,8,8,106,98,28,27,7,9,44,77,38,26,6,5,1,2,0,0,4,3,131,102,18,15,0,0,23,18,24,23,10,9,0,0,21,16,7,5,15,9,8,8,142,109,2,0,4,1.3,36,22,44,10,23,11,5.61,7,1,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,1,0,0
2000,kirikkale,icanadolu,383508,2797,69716,12596,4,4,0,0,0,581,28,19,337,0,97,85,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0,2,5,2,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,
2001,kirikkale,icanadolu,362243.5,2100,67099.25,12508.75,4,4,0,0,0,489,13,15,291,0,97,66,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49,89,66,95,16,27,40,3.13,8,1,0,3,3,2,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,
2002,kirikkale,icanadolu,340979,2454,64482.5,12421.5,4,4,0,0,0,498,10,22,297,0,92,65,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38,79,58,98,17,33,28,2.44,7,0,0,1,2,0,1,1,2,0,0,0,0,0,0,0,0,0,3,1,7,11,,,
2003,kirikkale,icanadolu,319714.5,3293,61865.75,12334.25,4,4,0,0,0,490,14,5,298,0,84,81,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64,95,51,126,12,38,51,8.06,9,14,1,2,3,1,1,1,0,0,1,8,2,2,0,1,0,0,39,22,7,11,,,
2004,kirikkale,icanadolu,298450,3850,59249,12247,4,4,0,0,0,544,23,17,313,0,110,71,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,1.73,109,57,130,22,36,34,2.81,7,1,0,2,0,3,0,1,0,0,0,0,0,1,0,0,0,0,39,22,7,11,.62962961,.11111111,.037037037
2005,kirikkale,icanadolu,277185.5,5054,56632.25,12159.75,4,4,0,0,0,207,3,8,118,1,38,34,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.82,100,72,126,22,44,48,4.24,7,5,0,1,1,2,0,1,0,0,0,2,0,3,0,0,0,0,39,22,7,11,.66666669,.30769232,0
2006,kirikkale,icanadolu,255921,5545,54015.5,12072.5,4,4,0,0,0,171,11,5,93,1,34,24,3,0,184,171,14,13,26,28,2,4,0,0,2,3,29,28,4,2,13,8,2,2,0,0,7,7,1,0,0,0,0,0,2,1,1,3,0,2,11,10,50,47,5,1,0,0,0,0,0,0,0,0,0,0,15,12,0,0,,1.75,109,53,100,34,54,53,7.09,16,4,0,6,5,2,1,1,0,1,0,1,0,1,0,1,0,0,39,22,7,11,.66666669,.30769232,0
2007,kirikkale,icanadolu,234656.5,6601,51398.75,11985.25,5,5,0,0,0,313,19,3,162,19,47,59,4,0,250,313,12,32,50,55,5,2,0,2,3,5,25,29,2,3,13,11,2,7,0,0,5,9,1,0,0,2,0,0,5,4,12,10,0,1,7,7,73,86,1,3,0,0,0,0,0,0,0,0,0,0,34,45,0,0,,1.48,87,49,99,28,53,37,3.56,4,6,0,0,2,1,0,0,1,0,0,1,1,1,0,2,0,1,3,0,1,11,.66666669,.30769232,0
2008,kirikkale,icanadolu,213392,7816,48782,11898,4,4,0,0,0,237,9,6,100,27,41,47,7,0,218,237,22,20,39,36,3,6,1,0,3,3,22,37,0,6,19,19,5,2,0,0,7,10,0,0,2,2,0,0,1,1,5,8,1,0,8,5,51,43,1,0,0,0,0,0,0,0,0,0,0,0,28,39,0,0,,1.89,103,61,119,36,68,49,3.22,5,4,0,1,1,0,2,0,0,1,1,1,1,0,0,0,1,0,46,29,7,11,.66666669,.30769232,0
2009,kirikkale,icanadolu,215658,6456,51327,15411,3,3,0,0,0,153,4,2,49,31,19,31,5,12,128,153,10,7,21,32,2,0,0,0,4,7,19,22,1,5,17,17,3,0,1,2,4,8,0,0,0,2,0,0,1,1,3,2,0,0,2,3,22,28,0,0,0,0,0,0,0,0,0,0,0,0,17,17,1,0,23,2.16,104,81,160,26,57,44,3.57,8,2,0,2,2,3,0,1,0,0,0,0,0,0,0,2,0,0,46,29,7,11,.52173913,.13043478,.2173913
2010,kirikkale,icanadolu,213926,7863,55256,15629,3,3,0,0,0,273,1,11,52,96,23,73,10,7,235,273,18,15,32,37,1,1,0,1,3,2,20,28,4,8,11,18,1,0,1,1,8,8,0,0,0,0,0,0,0,1,2,2,0,1,3,7,97,107,6,6,0,0,0,0,0,0,0,0,0,0,27,29,1,1,,2.25,114,86,143,33,69,57,3.95,7,4,0,1,0,3,1,1,1,0,0,1,0,1,0,1,0,1,46,29,7,11,.64102566,.35897437,0
2011,kirikkale,icanadolu,213954,8864,58198,18889,3,3,0,0,0,234,2,10,42,76,33,58,5,8,177,234,8,17,26,35,0,2,0,1,2,5,18,29,5,8,1,5,4,3,1,2,0,7,0,0,0,1,0,0,2,1,1,2,1,0,12,11,59,65,1,1,9,4,0,0,0,0,0,0,0,0,27,35,0,0,,2.11,108,84,129,36,49,52,3.63,8,2,1,0,2,4,1,0,0,0,0,0,1,0,0,0,1,0,3,0,0,11,.64102566,.35897437,0
2012,kirikkale,icanadolu,215104,8901,61202,19946,3,3,0,0,0,366,5,14,64,104,39,112,13,15,334,366,15,17,62,76,7,8,1,1,5,3,41,49,10,12,3,4,4,4,3,3,15,12,0,0,1,1,0,0,2,5,2,3,0,0,15,21,95,92,2,2,3,1,0,0,0,0,0,0,0,0,48,52,0,0,,1.87,105,84,109,33,45,42,3.27,7,2,0,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,39,28,10,11,.64102566,.35897437,0
2013,kirikkale,icanadolu,216166,9604,58220,22849,3,3,0,0,0,603,6,39,118,174,86,137,30,13,585,603,22,29,145,137,17,21,3,8,5,5,74,80,11,11,7,7,3,11,4,3,23,24,2,2,1,4,0,0,8,5,5,4,1,1,38,34,66,66,0,0,0,0,16,23,9,9,14,13,12,13,99,93,0,0,,2.03,126,55,134,28,51,50,4.73,12,1,0,7,1,0,1,0,1,2,0,0,0,1,0,0,0,0,39,28,10,11,.64102566,.35897437,0
2014,kirikkale,icanadolu,214648,8959,59203,25285,3,3,0,0,0,581,3,42,85,178,97,141,14,21,446,581,16,36,95,106,9,17,10,20,11,13,57,99,7,21,19,19,12,27,0,0,14,15,0,0,5,2,0,0,5,9,5,5,0,0,23,19,43,40,0,0,0,0,16,17,10,8,6,6,14,13,69,89,0,0,11,2.22,115,79,158,42,59,54,5.5,15,0,1,4,0,5,2,1,1,1,0,0,0,0,0,0,0,0,39,28,10,11,.72727275,0,.090909094
2015,kirikkale,icanadolu,214567,8196,59901,27393,3,3,0,0,0,513,6,34,73,162,71,133,21,13,440,513,20,32,83,74,10,19,13,9,6,5,89,110,4,24,7,4,15,37,2,2,14,14,0,0,0,3,0,0,8,9,9,9,0,0,15,12,30,32,0,0,0,0,30,30,8,8,5,5,26,25,46,50,0,0,,2,111,62,131,45,68,33,2.22,3,3,0,0,0,1,2,0,0,0,0,1,1,0,0,0,1,0,2,0,1,0,.61538464,.35897437,.025641026
2016,kirikkale,icanadolu,220067,7988,66259,29741,4,4,0,0,0,642,10,32,100,201,96,183,20,0,636,642,32,32,92,85,22,29,17,13,12,14,105,102,32,21,15,16,29,65,11,11,21,18,0,0,0,1,0,0,12,11,20,21,0,0,10,10,49,50,0,3,0,0,29,25,14,15,12,11,14,14,88,75,0,0,,1.64,77,64,125,26,39,40,2.55,6,1,0,0,0,3,1,1,0,1,0,0,0,0,0,1,0,0,43,27,8,12,.61538464,.35897437,.025641026
2017,kirikkale,icanadolu,220811,8607,65185,30708,5,4,1,0,0,769,5,34,94,280,112,201,38,5,681,769,25,26,132,135,12,23,18,16,16,16,107,142,19,37,16,17,38,55,13,19,16,20,0,0,1,0,0,0,12,11,35,32,0,0,16,14,63,63,9,6,0,0,22,26,3,2,14,13,32,33,62,63,0,0,,1.82,100,54,123,43,43,47,5.03,12,2,0,2,1,2,3,3,1,0,0,1,0,1,0,0,0,0,43,27,8,12,.61538464,.35897437,.025641026
2018,kirikkale,icanadolu,227451,8305,71509,32105,5,4,1,0,0,853,3,28,90,293,135,249,49,6,715,853,18,36,119,130,15,22,7,9,18,17,89,131,27,34,17,26,31,45,26,30,11,20,0,0,0,0,0,1,41,43,39,40,0,0,13,14,54,55,10,10,0,0,36,40,8,9,12,11,18,14,105,115,1,1,,2.05,118,73,159,35,55,37,3.18,7,2,0,1,2,0,1,2,1,0,1,0,0,0,1,0,0,0,1,1,1,0,.61538464,.35897437,.025641026
2019,kirikkale,icanadolu,224589,6911,70476,32537,5,4,1,0,0,873,4,36,73,174,251,266,63,6,902,873,29,32,151,116,21,26,17,23,20,17,155,137,26,27,21,14,35,79,37,35,10,7,0,0,4,3,0,0,30,23,32,28,1,1,22,20,48,44,14,14,0,0,45,46,4,4,21,16,30,27,128,134,1,0,11,2.09,112,99,165,33,46,33,7.02,17,3,0,4,4,3,2,3,0,1,0,0,2,1,0,0,0,0,,,,,.63636363,0,.36363637
2000,kirklareli,marmara,328461,4040,59357,15154,5,5,0,0,0,830,11,14,683,0,70,43,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,1,2,0,0,0,0,0,0,2,0,1,0,0,0,0,,,,,,,
